ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
7891,Male,33,Graduate,Technician,7,Metro,2.66
7892,Male,39,Postgraduate,Consultant,4,Rural,5.29
7893,Female,23,Postgraduate,Consultant,2,Tier-2,5.7
7894,Male,24,Graduate,Software Engineer,0,Metro,4.18
7895,Female,21,12th Pass,Technician,0,Metro,3.1
7896,Male,28,Postgraduate,Data Analyst,4,Metro,6.12
7897,Female,41,Postgraduate,Manager,10,Metro,15.6
7898,Female,31,Graduate,Software Engineer,5,Tier-2,5.26
7899,Female,22,12th Pass,Technician,2,Metro,1.5
7900,Female,28,Graduate,Software Engineer,2,Tier-2,4.04
7901,Male,21,Graduate,Software Engineer,0,Tier-2,3.75
7902,Male,24,Postgraduate,HR Executive,0,Tier-2,2.25
7903,Female,34,Graduate,Technician,6,Rural,1.5
7904,Female,23,Graduate,Data Analyst,0,Tier-2,2.94
7905,Male,39,Graduate,Data Analyst,12,Rural,5.26
7906,Female,31,Graduate,HR Executive,10,Metro,6.26
7907,Male,32,Postgraduate,Manager,0,Tier-2,8.1
7908,Male,30,PhD,Consultant,1,Tier-2,6.37
7909,Male,37,Graduate,Teacher,17,Rural,4.41
7910,Female,37,Postgraduate,HR Executive,3,Metro,3.25
7911,Female,34,Graduate,HR Executive,12,Metro,6.66
7912,Female,35,Postgraduate,Consultant,0,Metro,5.6
7913,Female,30,Postgraduate,Consultant,3,Metro,7.85
7914,Male,35,Graduate,Teacher,1,Metro,2.94
7915,Male,29,PhD,Teacher,3,Metro,2.15
7916,Female,32,Graduate,HR Executive,3,Rural,2.31
7917,Male,30,Postgraduate,Data Analyst,8,Metro,7.22
7918,Female,28,Postgraduate,HR Executive,8,Metro,6.21
7919,Male,27,Graduate,Software Engineer,0,Rural,3.83
7920,Male,35,Postgraduate,Consultant,4,Metro,8.4
7921,Female,41,Postgraduate,Manager,19,Rural,14.51
7922,Female,40,PhD,Research Scholar,20,Metro,9.08
7923,Male,23,Postgraduate,Data Analyst,1,Metro,3.93
7924,Male,41,Graduate,HR Executive,2,Metro,3.86
7925,Female,29,Postgraduate,Data Analyst,6,Rural,3.81
7926,Female,36,Postgraduate,Data Analyst,14,Rural,5.63
7927,Female,25,Postgraduate,Manager,3,Tier-2,8.48
7928,Male,32,PhD,Consultant,11,Metro,14.17
7929,Male,34,Graduate,Sales Executive,0,Rural,1.5
7930,Male,21,12th Pass,Sales Executive,0,Rural,1.74
7931,Male,36,Postgraduate,Consultant,3,Metro,7.8
7932,Male,41,PhD,Consultant,3,Tier-2,5.95
7933,Male,30,Postgraduate,Consultant,5,Rural,5.74
7934,Other,41,PhD,Consultant,8,Metro,9.73
7935,Male,30,PhD,Research Scholar,9,Metro,8.02
7936,Female,37,PhD,Research Scholar,9,Rural,4.22
7937,Female,21,Graduate,Data Analyst,0,Metro,2.8
7938,Male,48,PhD,Consultant,18,Rural,11.97
7939,Male,42,Postgraduate,Data Analyst,18,Tier-2,9.37
7940,Male,30,Postgraduate,Teacher,5,Metro,3.35
7941,Female,21,12th Pass,Sales Executive,0,Metro,1.5
7942,Female,34,Graduate,Data Analyst,6,Tier-2,4.93
7943,Male,21,12th Pass,Sales Executive,0,Metro,1.54
7944,Female,35,Graduate,Sales Executive,4,Metro,3.45
7945,Male,34,Graduate,Software Engineer,6,Metro,7.72
7946,Male,25,Postgraduate,Data Analyst,0,Tier-2,3.16
7947,Female,39,Postgraduate,Manager,0,Rural,6.13
7948,Female,37,Graduate,Software Engineer,2,Tier-2,3.72
7949,Male,38,Postgraduate,HR Executive,7,Tier-2,5.36
7950,Male,32,Postgraduate,HR Executive,1,Metro,2.8
7951,Male,22,12th Pass,Sales Executive,1,Tier-2,3.07
7952,Male,38,PhD,Research Scholar,18,Metro,9.02
7953,Female,30,Graduate,HR Executive,6,Tier-2,4.52
7954,Female,22,Graduate,Technician,0,Rural,1.5
7955,Male,41,Graduate,Technician,19,Tier-2,4.37
7956,Female,46,Postgraduate,Data Analyst,26,Rural,8.58
7957,Female,31,Postgraduate,Data Analyst,5,Tier-2,4.43
7958,Male,47,Graduate,Software Engineer,24,Metro,18.44
7959,Male,32,PhD,Consultant,10,Metro,12.5
7960,Male,29,Graduate,Teacher,4,Rural,2.41
7961,Female,27,Postgraduate,Consultant,3,Rural,4.63
7962,Female,43,PhD,Consultant,0,Metro,5.42
7963,Male,26,PhD,Consultant,2,Tier-2,6.24
7964,Female,37,Graduate,Teacher,10,Metro,3.22
7965,Male,28,Graduate,Data Analyst,8,Metro,7.72
7966,Female,28,Postgraduate,Manager,2,Rural,7.03
7967,Male,39,Graduate,Software Engineer,10,Rural,6.38
7968,Male,29,Graduate,Technician,9,Metro,3.74
7969,Female,29,Postgraduate,Manager,1,Metro,9.04
7970,Male,39,Postgraduate,Manager,19,Tier-2,20.04
7971,Female,43,Graduate,HR Executive,4,Metro,3.25
7972,Female,36,Postgraduate,Manager,7,Metro,13.64
7973,Female,27,PhD,Consultant,4,Metro,8.46
7974,Female,28,Postgraduate,Teacher,1,Metro,1.54
7975,Male,32,Postgraduate,Data Analyst,11,Tier-2,7.56
7976,Female,34,Graduate,Technician,7,Metro,3.91
7977,Female,25,Graduate,HR Executive,4,Metro,4.34
7978,Male,37,Graduate,HR Executive,0,Rural,2.04
7979,Male,32,Postgraduate,Data Analyst,7,Rural,3.85
7980,Female,21,12th Pass,Technician,1,Metro,2.24
7981,Male,25,Graduate,Sales Executive,4,Metro,3.51
7982,Female,28,Postgraduate,HR Executive,4,Tier-2,3.81
7983,Male,31,Postgraduate,HR Executive,5,Metro,5.87
7984,Male,45,Graduate,Technician,8,Metro,4.81
7985,Female,33,Postgraduate,Data Analyst,9,Metro,7.05
7986,Male,26,Postgraduate,Consultant,6,Rural,7.4
7987,Female,33,Graduate,Data Analyst,13,Rural,5.25
7988,Male,29,Graduate,Software Engineer,7,Tier-2,6.28
7989,Female,34,Postgraduate,HR Executive,13,Tier-2,4.79
7990,Female,36,Graduate,Data Analyst,10,Tier-2,5.25
7991,Male,40,Graduate,Data Analyst,13,Metro,9.22
7992,Male,31,Graduate,Technician,2,Metro,2.35
7993,Male,43,Graduate,Software Engineer,20,Tier-2,12.48
7994,Male,38,PhD,Teacher,15,Tier-2,5.27
7995,Female,27,Postgraduate,Manager,3,Metro,11.46
7996,Male,47,Postgraduate,Teacher,16,Metro,4.53
7997,Female,34,PhD,Research Scholar,4,Rural,2.88
7998,Male,26,Postgraduate,Manager,1,Metro,10.35
7999,Male,43,Postgraduate,Data Analyst,6,Metro,5.68
8000,Male,46,Graduate,HR Executive,16,Metro,9.21
8001,Male,31,Postgraduate,Consultant,3,Metro,8.43
8002,Male,28,Graduate,Teacher,5,Metro,2.39
8003,Male,30,Postgraduate,Teacher,10,Metro,4.56
8004,Other,37,Graduate,Software Engineer,11,Tier-2,7.14
8005,Other,40,Graduate,Technician,1,Metro,3.02
8006,Male,35,Graduate,Data Analyst,10,Tier-2,6.38
8007,Female,32,Graduate,Sales Executive,2,Metro,3.5
8008,Female,42,Postgraduate,Manager,4,Metro,10.11
8009,Female,29,Graduate,Sales Executive,6,Rural,1.81
8010,Male,39,Postgraduate,Manager,18,Tier-2,19.09
8011,Female,29,Postgraduate,Consultant,6,Tier-2,8.1
8012,Male,35,Postgraduate,Consultant,4,Metro,8.85
8013,Male,31,Graduate,Teacher,9,Metro,5.03
8014,Male,31,PhD,Consultant,5,Tier-2,7.42
8015,Female,29,Graduate,Teacher,5,Metro,2.2
8016,Male,41,Postgraduate,Manager,10,Tier-2,13.78
8017,Male,26,Postgraduate,Teacher,2,Tier-2,2.63
8018,Female,26,Graduate,Data Analyst,5,Tier-2,4.8
8019,Female,46,Graduate,Software Engineer,3,Tier-2,4.65
8020,Male,38,Postgraduate,Data Analyst,7,Metro,5.74
8021,Female,21,Graduate,Technician,0,Metro,2.4
8022,Female,28,Postgraduate,Manager,1,Tier-2,7.06
8023,Male,21,Graduate,Data Analyst,0,Tier-2,3.14
8024,Male,25,Graduate,Technician,2,Metro,1.79
8025,Male,21,12th Pass,Technician,1,Metro,3.32
8026,Female,31,Graduate,Sales Executive,3,Metro,3.48
8027,Female,24,Postgraduate,Teacher,3,Tier-2,2.29
8028,Male,32,Graduate,Software Engineer,7,Metro,7.53
8029,Male,21,Graduate,Teacher,0,Rural,1.5
8030,Female,32,PhD,Research Scholar,9,Metro,5.63
8031,Female,29,Postgraduate,Manager,7,Rural,8.76
8032,Male,42,Postgraduate,Manager,0,Tier-2,7.2
8033,Male,41,Graduate,Teacher,11,Metro,5.55
8034,Female,37,Postgraduate,Manager,4,Metro,11.84
8035,Male,29,PhD,Consultant,9,Rural,7.56
8036,Female,45,Postgraduate,Teacher,7,Metro,3.79
8037,Female,21,12th Pass,Sales Executive,0,Metro,2.53
8038,Female,22,12th Pass,Technician,1,Rural,1.5
8039,Male,31,Graduate,Software Engineer,3,Metro,5.61
8040,Female,47,Postgraduate,Consultant,14,Metro,12.95
8041,Male,30,Graduate,Data Analyst,3,Metro,5.41
8042,Female,30,Postgraduate,Teacher,3,Tier-2,1.72
8043,Male,21,Graduate,HR Executive,1,Metro,4.16
8044,Male,38,Postgraduate,Consultant,9,Metro,13.05
8045,Male,38,Graduate,Software Engineer,15,Metro,13.25
8046,Female,37,Postgraduate,Teacher,7,Tier-2,3.65
8047,Female,27,Postgraduate,HR Executive,6,Tier-2,4.25
8048,Female,27,Graduate,Sales Executive,3,Metro,2.44
8049,Male,22,Graduate,Data Analyst,0,Tier-2,3.7
8050,Male,32,Graduate,Sales Executive,5,Metro,3.32
8051,Male,24,Graduate,HR Executive,2,Tier-2,4.46
8052,Male,23,Graduate,Software Engineer,0,Rural,3.16
8053,Female,29,Postgraduate,HR Executive,7,Metro,6.03
8054,Male,28,Postgraduate,Manager,6,Rural,8.91
8055,Male,28,Graduate,HR Executive,4,Tier-2,3.05
8056,Female,35,Postgraduate,Consultant,10,Metro,10.67
8057,Female,32,Postgraduate,Manager,3,Tier-2,7.99
8058,Female,29,Postgraduate,Manager,0,Metro,8.94
8059,Female,33,Graduate,Teacher,9,Metro,3.24
8060,Male,25,Graduate,Software Engineer,2,Tier-2,5.19
8061,Female,32,Postgraduate,Data Analyst,1,Rural,2.59
8062,Male,33,Graduate,Data Analyst,7,Metro,6.93
8063,Male,21,Graduate,Software Engineer,1,Rural,4.1
8064,Male,38,Graduate,Sales Executive,11,Rural,3.05
8065,Male,25,Graduate,Teacher,4,Metro,2.14
8066,Male,32,Postgraduate,Consultant,4,Rural,5.08
8067,Male,40,Postgraduate,Consultant,15,Metro,15.33
8068,Other,38,Postgraduate,Data Analyst,3,Metro,3.73
8069,Female,32,PhD,Consultant,0,Rural,4.18
8070,Other,29,Postgraduate,Manager,0,Metro,7.58
8071,Female,38,Postgraduate,Manager,14,Tier-2,14.7
8072,Female,36,PhD,Research Scholar,2,Tier-2,4.48
8073,Male,27,Postgraduate,Data Analyst,5,Metro,6.66
8074,Male,26,Postgraduate,Consultant,0,Tier-2,5.94
8075,Male,21,Graduate,Sales Executive,0,Metro,3.18
8076,Female,33,PhD,Consultant,7,Metro,9.51
8077,Female,31,Graduate,Data Analyst,1,Rural,1.97
8078,Male,39,Graduate,Teacher,3,Rural,2.17
8079,Male,34,Graduate,Software Engineer,0,Metro,4.07
8080,Male,41,Graduate,Technician,10,Metro,3.05
8081,Male,27,Graduate,Teacher,4,Metro,4.23
8082,Female,39,Postgraduate,HR Executive,1,Rural,2.27
8083,Male,28,Postgraduate,HR Executive,0,Metro,3.62
8084,Female,37,Graduate,Technician,16,Metro,4.76
8085,Female,21,Graduate,Technician,1,Rural,1.5
8086,Male,33,Postgraduate,Consultant,4,Metro,8.61
8087,Other,21,Graduate,Data Analyst,1,Metro,4.11
8088,Female,30,Graduate,HR Executive,8,Metro,6.01
8089,Female,35,PhD,Teacher,5,Rural,1.61
8090,Female,28,Graduate,Sales Executive,3,Metro,2.4
8091,Male,24,Graduate,Data Analyst,2,Metro,4.81
8092,Other,37,Graduate,HR Executive,7,Rural,3.24
8093,Male,31,Postgraduate,Consultant,2,Tier-2,6.68
8094,Female,28,Postgraduate,Manager,0,Metro,8.93
8095,Male,32,Graduate,Teacher,3,Tier-2,2.93
8096,Female,50,Graduate,Software Engineer,26,Metro,17.58
8097,Male,40,Postgraduate,Consultant,12,Metro,14.87
8098,Male,40,Postgraduate,HR Executive,20,Metro,9.15
8099,Female,35,Graduate,Data Analyst,15,Metro,9.39
8100,Female,33,Postgraduate,Teacher,4,Tier-2,2.07
8101,Female,21,Graduate,HR Executive,1,Metro,4.31
8102,Male,27,Graduate,Technician,4,Metro,3.86
8103,Female,28,Postgraduate,Teacher,7,Metro,2.48
8104,Female,21,12th Pass,Technician,1,Rural,1.89
8105,Male,23,Postgraduate,Data Analyst,3,Metro,4.83
8106,Female,21,Graduate,Technician,1,Tier-2,2.73
8107,Male,31,Graduate,Sales Executive,3,Metro,3.12
8108,Female,37,Postgraduate,Consultant,8,Tier-2,7.66
8109,Male,39,Postgraduate,Data Analyst,15,Metro,9.27
8110,Female,34,Graduate,Teacher,0,Metro,1.96
8111,Female,25,Graduate,Technician,4,Tier-2,2.42
8112,Female,21,12th Pass,Sales Executive,0,Metro,1.5
8113,Female,21,Graduate,Technician,0,Metro,2.14
8114,Female,23,Postgraduate,Data Analyst,3,Metro,4.22
8115,Male,25,Graduate,Sales Executive,0,Metro,3.21
8116,Male,30,Postgraduate,Manager,2,Tier-2,8.86
8117,Male,24,Postgraduate,HR Executive,0,Metro,3.48
8118,Male,34,Postgraduate,Manager,12,Metro,18.38
8119,Male,30,Postgraduate,Teacher,10,Metro,4.77
8120,Female,32,Postgraduate,HR Executive,7,Metro,5.78
8121,Male,39,PhD,Consultant,18,Metro,18.76
8122,Female,23,Graduate,HR Executive,1,Metro,3.37
8123,Male,34,Graduate,Teacher,14,Metro,5.61
8124,Male,31,Graduate,Software Engineer,3,Rural,4.01
8125,Male,29,Postgraduate,Data Analyst,1,Metro,3.16
8126,Male,38,Postgraduate,Manager,4,Rural,8.12
8127,Male,38,Graduate,Data Analyst,17,Tier-2,8.72
8128,Female,25,Postgraduate,Consultant,3,Metro,6.96
8129,Male,30,PhD,Consultant,7,Metro,11.37
8130,Male,33,PhD,Consultant,0,Metro,7.05
8131,Male,30,Graduate,Sales Executive,2,Tier-2,2.24
8132,Male,36,PhD,Research Scholar,16,Tier-2,6.83
8133,Female,33,Graduate,Sales Executive,12,Tier-2,3.35
8134,Male,44,Graduate,Software Engineer,1,Metro,4.16
8135,Male,21,12th Pass,Technician,0,Metro,3.45
8136,Male,31,Postgraduate,HR Executive,1,Tier-2,4.25
8137,Female,25,Graduate,Data Analyst,1,Metro,2.58
8138,Male,36,Postgraduate,Manager,5,Rural,8.69
8139,Male,21,Graduate,Data Analyst,0,Metro,4.01
8140,Female,34,Graduate,Teacher,5,Metro,2.34
8141,Female,27,Graduate,Technician,2,Rural,1.74
8142,Male,26,Graduate,HR Executive,5,Tier-2,4.91
8143,Female,21,Graduate,Technician,0,Tier-2,2.39
8144,Female,28,Graduate,Sales Executive,8,Metro,4.48
8145,Male,39,Postgraduate,Manager,7,Rural,9.25
8146,Female,31,Graduate,Software Engineer,7,Rural,4.86
8147,Female,36,PhD,Consultant,8,Metro,11.09
8148,Male,43,Graduate,Sales Executive,11,Metro,4.68
8149,Female,33,Postgraduate,Data Analyst,1,Tier-2,2.86
8150,Male,28,Graduate,Software Engineer,6,Rural,5.13
8151,Female,35,PhD,Research Scholar,5,Tier-2,4.01
8152,Female,28,Graduate,Data Analyst,6,Rural,3.31
8153,Male,28,Postgraduate,HR Executive,3,Metro,3.78
8154,Male,21,12th Pass,Technician,0,Rural,2.2
8155,Male,38,PhD,Consultant,6,Metro,9.33
8156,Male,29,Postgraduate,Manager,1,Metro,10.65
8157,Female,33,Postgraduate,Consultant,12,Metro,13.46
8158,Female,24,Graduate,Software Engineer,3,Tier-2,5.52
8159,Male,35,Graduate,Software Engineer,4,Metro,7.24
8160,Female,26,Graduate,Software Engineer,1,Rural,2.82
8161,Male,31,Postgraduate,Consultant,9,Rural,7.71
8162,Male,38,PhD,Research Scholar,7,Tier-2,6.09
8163,Female,37,Graduate,Technician,0,Metro,3.13
8164,Male,31,PhD,Research Scholar,2,Metro,4.33
8165,Male,21,12th Pass,Technician,0,Metro,3.09
8166,Female,52,PhD,Consultant,0,Tier-2,3.74
8167,Male,44,Graduate,Teacher,20,Metro,6.03
8168,Female,37,Graduate,Data Analyst,7,Tier-2,4.87
8169,Male,26,Graduate,Teacher,6,Metro,3.15
8170,Male,31,Postgraduate,HR Executive,8,Tier-2,5.36
8171,Male,28,Postgraduate,Consultant,1,Metro,6.49
8172,Female,40,Postgraduate,Consultant,11,Tier-2,9.44
8173,Female,33,Postgraduate,Manager,7,Metro,13.16
8174,Female,26,Graduate,Software Engineer,5,Metro,5.63
8175,Male,28,Graduate,HR Executive,5,Rural,3.81
8176,Male,39,Graduate,Data Analyst,2,Metro,4.48
8177,Male,43,Postgraduate,Manager,1,Rural,7.62
8178,Male,42,Postgraduate,Teacher,13,Metro,4.12
8179,Male,37,Postgraduate,Data Analyst,7,Metro,7.04
8180,Male,30,Postgraduate,Data Analyst,5,Metro,5.18
8181,Male,21,12th Pass,Sales Executive,1,Rural,1.58
8182,Female,34,Postgraduate,Data Analyst,4,Rural,2.86
8183,Female,31,Graduate,Technician,4,Metro,2.42
8184,Male,32,Postgraduate,Manager,12,Metro,18.49
8185,Male,32,Graduate,Sales Executive,8,Tier-2,2.87
8186,Female,22,Graduate,Data Analyst,0,Rural,2.6
8187,Female,35,Postgraduate,Manager,12,Tier-2,14.35
8188,Female,36,Postgraduate,Consultant,8,Rural,6.09
8189,Male,36,Postgraduate,Data Analyst,15,Metro,10.43
8190,Female,38,Graduate,Software Engineer,11,Tier-2,7.19
8191,Female,36,Graduate,Data Analyst,1,Tier-2,3.48
8192,Male,29,Postgraduate,Data Analyst,2,Metro,4.69
8193,Female,31,Postgraduate,Data Analyst,7,Tier-2,4.41
8194,Female,32,Graduate,HR Executive,12,Rural,4.44
8195,Male,32,Graduate,Technician,4,Rural,2.07
8196,Male,38,Postgraduate,Teacher,5,Metro,3.75
8197,Female,36,Postgraduate,Data Analyst,16,Metro,8.91
8198,Male,46,Postgraduate,Data Analyst,16,Metro,10.84
8199,Male,47,PhD,Teacher,16,Metro,4.6
8200,Female,32,Postgraduate,HR Executive,2,Rural,2.25
8201,Male,21,12th Pass,Sales Executive,1,Metro,2.82
8202,Male,40,Graduate,Sales Executive,12,Tier-2,4.92
8203,Male,28,Graduate,Data Analyst,5,Metro,4.86
8204,Male,26,Postgraduate,HR Executive,5,Tier-2,3.43
8205,Female,29,Graduate,Technician,4,Metro,1.7
8206,Male,28,PhD,Teacher,6,Metro,3.43
8207,Male,36,Graduate,Software Engineer,4,Metro,6.59
8208,Male,21,Graduate,Data Analyst,1,Tier-2,3.48
8209,Male,24,Graduate,Sales Executive,1,Tier-2,2.13
8210,Female,34,PhD,Teacher,3,Metro,2.43
8211,Male,36,Postgraduate,HR Executive,0,Metro,4.42
8212,Male,36,Graduate,Data Analyst,6,Tier-2,5.3
8213,Male,26,PhD,Consultant,3,Tier-2,7.01
8214,Female,25,Graduate,Software Engineer,4,Metro,5.91
8215,Male,28,Postgraduate,Consultant,3,Metro,8.72
8216,Female,33,Postgraduate,Consultant,12,Metro,11.79
8217,Male,42,Postgraduate,HR Executive,3,Metro,4.29
8218,Male,21,Graduate,HR Executive,0,Metro,2.51
8219,Male,30,PhD,Research Scholar,7,Tier-2,4.83
8220,Male,22,Graduate,Sales Executive,0,Rural,1.5
8221,Male,21,12th Pass,Sales Executive,0,Metro,2.26
8222,Male,38,Graduate,Data Analyst,14,Tier-2,8.19
8223,Male,35,Postgraduate,Teacher,3,Tier-2,2.14
8224,Male,35,Postgraduate,HR Executive,5,Rural,2.67
8225,Female,38,Postgraduate,Manager,5,Tier-2,10.17
8226,Male,28,Graduate,Sales Executive,3,Rural,1.68
8227,Male,28,Postgraduate,Manager,8,Tier-2,13.47
8228,Male,47,PhD,Consultant,15,Tier-2,12.59
8229,Female,30,Postgraduate,Data Analyst,6,Metro,4.94
8230,Male,37,Graduate,Software Engineer,13,Metro,12.22
8231,Male,32,Graduate,HR Executive,10,Rural,5.05
8232,Male,21,12th Pass,Technician,1,Tier-2,2.65
8233,Female,21,Graduate,HR Executive,0,Metro,3.06
8234,Female,27,PhD,Research Scholar,1,Rural,3.28
8235,Female,39,Graduate,Technician,11,Metro,3.85
8236,Male,37,Postgraduate,HR Executive,14,Metro,8.67
8237,Female,38,Postgraduate,Manager,0,Tier-2,7.52
8238,Female,25,Graduate,Data Analyst,2,Tier-2,4.08
8239,Male,43,Postgraduate,HR Executive,15,Metro,7.28
8240,Female,25,Postgraduate,Consultant,4,Metro,7.36
8241,Other,33,Postgraduate,Consultant,0,Rural,2.88
8242,Male,31,Postgraduate,Teacher,2,Rural,2.08
8243,Female,30,Postgraduate,Manager,6,Metro,12.78
8244,Male,41,Graduate,Sales Executive,4,Metro,2.79
8245,Male,27,Graduate,Teacher,6,Metro,3.45
8246,Male,22,12th Pass,Sales Executive,2,Rural,2.13
8247,Male,32,Graduate,Data Analyst,9,Rural,5.12
8248,Female,29,Graduate,Teacher,0,Metro,1.5
8249,Female,55,Graduate,Technician,32,Tier-2,6.52
8250,Male,36,Postgraduate,Data Analyst,14,Tier-2,6.87
8251,Female,29,Postgraduate,Data Analyst,7,Metro,6.7
8252,Female,24,Graduate,Data Analyst,2,Metro,3.5
8253,Male,21,12th Pass,Sales Executive,1,Metro,2.23
8254,Male,24,Graduate,Sales Executive,4,Metro,3.37
8255,Female,32,Graduate,HR Executive,8,Tier-2,4.79
8256,Female,41,Postgraduate,Manager,12,Metro,15.69
8257,Other,39,Postgraduate,Consultant,18,Metro,14.56
8258,Male,33,Graduate,Software Engineer,11,Metro,11.94
8259,Male,29,Graduate,Teacher,5,Tier-2,3.61
8260,Female,33,Graduate,Software Engineer,2,Rural,3.05
8261,Female,28,Graduate,Technician,3,Rural,1.81
8262,Female,44,PhD,Teacher,3,Tier-2,1.69
8263,Male,30,Graduate,Software Engineer,2,Tier-2,5.01
8264,Male,31,Postgraduate,Manager,9,Metro,16.07
8265,Male,21,Graduate,HR Executive,1,Metro,3.58
8266,Male,30,Graduate,Data Analyst,4,Metro,5.57
8267,Male,37,Graduate,Sales Executive,10,Metro,4.55
8268,Female,24,Postgraduate,Manager,0,Tier-2,6.87
8269,Male,26,Postgraduate,Consultant,0,Metro,7.02
8270,Male,37,Graduate,Software Engineer,2,Tier-2,5.43
8271,Female,21,12th Pass,Sales Executive,0,Metro,1.87
8272,Male,39,Postgraduate,Consultant,8,Metro,10.84
8273,Male,28,Graduate,Technician,2,Rural,2.08
8274,Male,29,Graduate,Data Analyst,3,Metro,5.57
8275,Female,24,Graduate,Sales Executive,0,Metro,2.87
8276,Male,34,Graduate,Data Analyst,4,Metro,5.4
8277,Female,49,Graduate,HR Executive,11,Metro,6.19
8278,Female,37,Postgraduate,Consultant,17,Tier-2,13.34
8279,Female,25,Postgraduate,Manager,3,Tier-2,8.13
8280,Male,39,Postgraduate,Manager,9,Metro,17.23
8281,Female,29,Graduate,Software Engineer,1,Rural,2.54
8282,Female,41,Postgraduate,Manager,7,Tier-2,11.09
8283,Female,37,Postgraduate,Consultant,8,Metro,10.3
8284,Female,21,12th Pass,Technician,0,Metro,1.71
8285,Female,24,Graduate,HR Executive,4,Tier-2,2.73
8286,Male,38,Graduate,Software Engineer,5,Tier-2,6.72
8287,Male,33,Graduate,Technician,5,Metro,2.12
8288,Male,24,Postgraduate,Consultant,3,Metro,7.29
8289,Male,27,Postgraduate,Manager,4,Metro,12.72
8290,Female,21,12th Pass,Sales Executive,1,Metro,3.28
8291,Male,31,Postgraduate,HR Executive,10,Metro,5.64
8292,Male,47,Graduate,Teacher,16,Rural,3.92
8293,Male,37,Graduate,Teacher,11,Tier-2,3.54
8294,Other,47,Graduate,HR Executive,20,Tier-2,6.95
8295,Female,38,Postgraduate,Data Analyst,12,Metro,8.47
8296,Female,39,Graduate,Software Engineer,17,Metro,11.94
8297,Female,45,Graduate,Software Engineer,6,Metro,8.08
8298,Female,34,Graduate,Teacher,8,Tier-2,3.62
8299,Female,30,Graduate,Teacher,6,Metro,3.42
8300,Male,39,Postgraduate,Data Analyst,4,Metro,5.87
8301,Female,42,Postgraduate,Manager,15,Metro,19.18
8302,Female,28,Postgraduate,Teacher,5,Rural,2.44
8303,Female,26,Postgraduate,Data Analyst,3,Tier-2,3.24
8304,Male,32,PhD,Consultant,11,Metro,14.29
8305,Female,37,Graduate,Software Engineer,0,Tier-2,3.19
8306,Female,37,Graduate,HR Executive,3,Tier-2,3.96
8307,Female,22,Graduate,Teacher,2,Metro,1.96
8308,Female,45,Graduate,Teacher,3,Metro,2.81
8309,Male,27,Graduate,HR Executive,0,Tier-2,3.39
8310,Male,30,Graduate,HR Executive,1,Metro,3.73
8311,Male,25,Graduate,Software Engineer,3,Tier-2,5.94
8312,Female,50,Postgraduate,Teacher,26,Metro,7.72
8313,Male,33,PhD,Consultant,12,Metro,13.48
8314,Female,26,Graduate,Software Engineer,0,Metro,3.24
8315,Female,38,Graduate,Software Engineer,6,Tier-2,6.16
8316,Female,37,Postgraduate,Consultant,12,Rural,8.49
8317,Male,30,Graduate,Teacher,5,Metro,3.05
8318,Male,37,Graduate,Technician,1,Metro,3.26
8319,Female,26,Graduate,Software Engineer,0,Metro,4.91
8320,Female,28,Postgraduate,HR Executive,1,Rural,2.06
8321,Male,21,Graduate,Technician,0,Tier-2,2.36
8322,Female,22,Graduate,Teacher,1,Metro,2.59
8323,Male,44,Graduate,HR Executive,18,Rural,5.85
8324,Male,43,Graduate,Technician,7,Tier-2,3.94
8325,Male,32,Graduate,Software Engineer,6,Metro,7.72
8326,Male,43,PhD,Consultant,11,Tier-2,11.53
8327,Male,30,Postgraduate,Teacher,10,Metro,4.17
8328,Female,30,Graduate,Software Engineer,10,Tier-2,6.68
8329,Male,32,Postgraduate,Teacher,10,Metro,3.48
8330,Male,31,Postgraduate,Manager,8,Rural,9.99
